episode_id,description
E26,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews the Victor Sanh, Research Scientist at Hugging Face. In this interview, they talk all about his journey into the field of NLP and Machine Learning. 

They also talk about Research in general and Research at Hugging Face along with a discussion on DistilBERT.

Links: 
DistilBERT: https://medium.com/huggingface/distilbert-8cf3380435b5
https://arxiv.org/abs/1910.01108

Transformers Repo: https://github.com/huggingface/transformers

https://medium.com/huggingface/distilbert-8cf3380435b5

Follow:
Victor Sanh:
https://twitter.com/sanhestpasmoi?lang=en
https://www.linkedin.com/in/victor-sanh/?locale=en_US

Hugging Face:
https://twitter.com/huggingface
https://huggingface.co/
https://medium.com/huggingface

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd
"
E27,"Personal Note: I'm extremely excited and really honoured to share this interview!

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Jeremy Howard: Co-Founder at fast.ai and Guru to the complete fast.ai community.

They talk all about Jeremy's journey into through the field as a Consultant to Founder to Kaggle Rank 1 followed by founding fast.ai. 

They also discuss all about the fast.ai forums: The research that goes into it, how Jeremy and Sylvain collaborate on research and how the course is prepared. 

Links: 
fast.ai course: https://course.fast.ai
Interview with Sylvain Gugger: https://sanyambhutani.com/interview-with-deep-learning-researcher-at-fast-ai--sylvain-gugger/
Interview with Jason Antic (Creator of DeOldify): https://sanyambhutani.com/interview-with-the-creator-of-deoldify--fast-ai-student--jason-antic/

Follow:
Jeremy Howard:
https://twitter.com/jeremyphoward

Fast.ai
https://twitter.com/fastdotai
https://fast.ai

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E28,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dr. Arno Candel: CTO at H2O.ai

They talk about Arno’s journey into the field with amazing comments and insights by Arno applicable to the field.

They talk all about Arno’s journey and ML, Automated Machine Learning Broadly speaking. Arno’s journey from Physics to Software Engineering to Machine Learning Broadly speaking, his journey at H2O. 

They also discuss H2O’s products, vision and The “Maker Culture”

Links: 
Interview with SRK: https://sanyambhutani.com/interview-with-twice-kaggle-grandmaster-and-data-scientist-at-h2o-ai--sudalai-rajkumar/

Follow:
Arno Candel:
https://twitter.com/arnocandel
https://www.linkedin.com/in/candel/


H2O.AI:
https://twitter.com/h2oai
https://www.linkedin.com/company/h2oai

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E29,"Personal Note: This interview and all future will have fixed subtitles for the non-native English speaking (also lazy) audience along with blog posts to be released at: sanyambhutani.com

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Eugene Khvedchenya: Kaggle Comp Master and Computer Vision Consultant. 

They talk all about his journey into the field and Kaggle, and his recent team gold finish on the Severstal: Steel Defect Detection Kaggle competition, where his team finished fourth, bringing another gold medal to his profile. 

Eugene also says many great pieces of advice around writing code, good code, and specially good code for Kaggle competitions, along with our discussion on his open source efforts on Albumentations and another framework that he's currently working on, called Pytorch toolbelt. 

Links: 

Severstal Steel Detection Comp: https://www.kaggle.com/c/severstal-steel-defect-detection/discussion/114716
AMA Thread: https://www.kaggle.com/c/severstal-steel-defect-detection/discussion/114291
Albumentations & Interview with Vladimir Iglovikov: https://youtu.be/JS9xol0VmA4
fast.ai course: https://course.fast.ai

Follow:
Eugene Khvedchenya:
https://www.linkedin.com/in/cvtalks/?originalSubdomain=ua
https://medium.com/@eugenekhvedchenya
https://www.instagram.com/ekhvedchenya/?hl=en
https://www.kaggle.com/bloodaxe

Join: ods.ai

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E30,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dr. Olivier Grellier, double Kaggle Grand Master, and Senior Data Scientist at H2O.ai. 

Olivier holds a PhD in signal processing and has worked across multiple roles in different domains over the years, including that of a developer, project manager, and even in trading before getting into data science.

In this interview, they talk all about Olivier's journey over the past years. His data science journey, how he got started with data science, and Kaggle. We talk all about H2O.ai. His work at H2O.ai and his current projects, Olivier shares insights into Kaggle and Kaggle competitions. They talk all about Kaggle as a learning platform and also as a platform for professional skill development. 

Follow:
Olivier:
https://www.kaggle.com/ogrellier

H2O.AI:
https://twitter.com/h2oai
https://www.linkedin.com/company/h2oai

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E31,"Note to the listeners: Even's team is also hiring! If you're interested in bringing great ideas to the ""GPU Ecosystem"", please check:
https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Machine-Learning-Engineer--Recommender-Systems---RAPIDS_JR1926986

https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Applied-Research-Scientist--Recommender-Systems---RAPIDS_JR1926987

Reminder: This interview and all future will have fixed subtitles for the non-native English speaking (also lazy) audience along with blog posts to be released at: sanyambhutani.com

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Even Oldridge, Senior Applied Research Scientist at Nvidia currently working on the rapids.ai team.

They talk all about Even's journey and Even's journey into fast ai, his thoughts around the course and many best advises for people just taking the course and following the top down way of learning new things. 

They also talk a lot about his current work at rapid.ai. What rapids is currently working on including multiple projects, cudf, cuml, cugraph, and all of the little projects that sit inside of the rapids ai repository. 

Links: 
https://rapids.ai
https://course.fast.ai
https://medium.com/rapids-ai/accelerating-deep-learning-recommender-systems-by-15x-using-rapids-fastai-and-pytorch-b50b4d8568d1?source=---------0-----------------------

Links to referred interviews:

CPMP: https://www.youtube.com/watch?v=wqHlAOFSFuQ&list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x&index=7
Jeremy Howard: https://www.youtube.com/watch?v=205j37G1cxw&list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x&index=5
Andrew Shaw: https://www.youtube.com/watch?v=zbYeCWG9GIU&list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x&index=16
Christine Payne: https://www.youtube.com/watch?v=xwXIaDrQvwE&list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x&index=21

Follow: 
Even Oldridge:
http://twitter.com/Even_Oldridge


Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E32,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dr. Leland Wilkinson, one of the best statisticians and quite literally the author of the grammar of graphics, Chief Scientist at H2O.ai. 

They talk all about Leland's journey into the field over the past few years his amazing contributions that  need no introduction to the audience. His work at SYSTAT, followed by his work at Tableau and his current work at H2O.ai where again, he's working on very exciting projects. 

They talk all about how software development has evolved all over these years and his current work at H2O, his take on the field, broadly speaking, and the interview of course includes many best advices for all of the beginners out there. 


Follow:
Leland: 
https://www.linkedin.com/in/leland-wilkinson-07a0b25/
https://en.wikipedia.org/wiki/Leland_Wilkinson

H2O.AI:
https://twitter.com/h2oai
https://www.linkedin.com/company/h2oai

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E33,"Reminder: This interview and all future will have fixed subtitles for the non-native English speaking (also lazy) audience along with blog posts to be released at: sanyambhutani.com

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Kaggle legend, Double Kaggle Grand Master and Former number one in Kaggle Competitions: Gilberto Titericz, aka Giba on Kaggle. 

They talk all about Giba's journey into the field of data science broadly speaking, and also on Kaggle. Giba shares many amazing advises about Kaggle and also connect the dots for us of how those connect to the real world of data science. 

There are many advices about Kaggle, about data science and how to get your first break into data science. 

Links: 
https://www.youtube.com/watch?v=MvDoc6fwVWA

Follow: 
Gilberto Titericz:
https://www.kaggle.com/titericz
https://twitter.com/giba1?lang=en
https://www.linkedin.com/in/gilberto-titericz-6601357/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1
Blog: sanyambhutani.com

About:
https://sanyambhutani.com/tag/chaitimedatascience/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E34,"Reminder: This interview and all future will have fixed subtitles for the non-native English speaking (also lazy) audience along with blog posts to be released at: sanyambhutani.com

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews The Two Lions from the Kaggle Team ""The Zoo"": Dmitry Gordeev, also known as the ""dott"" on kaggle. And Philipp Singer, the Psi on Kaggle

In this interview, they talk about first Dmitry's journey into data science and on kaggle. In the later half, about ""The Zoo"": Kaggle Team.

The zoo's journey both of their journey on kaggle. Together, their approach on teaming up their approach about winning a competition and they discuss about what does it really take to win a kaggle competition. 

They also talk about their recent win on the NFL Big Data bowl competition. 

Links: 
Interview with Psi: https://youtu.be/7sh5QrUIAHI
Interview with Giba: https://youtu.be/MpYeDKw8EOg
Interview with CPMP: https://youtu.be/wqHlAOFSFuQ

NFL Big Data Bowl Winning Sol Writeup: https://www.kaggle.com/c/nfl-big-data-bowl-2020/discussion/119400

Follow:

Dmitry Gordeev:
http://twitter.com/dott1718
https://www.kaggle.com/dott1718

Philipp Singer:
https://twitter.com/ph_singer
https://www.philippsinger.info/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E35,"Reminder: This interview and all future will have fixed subtitles for the non-native English speaking (also lazy) audience along with blog posts to be released at: sanyambhutani.com

Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Kaggle Grand Master and Data Scientist at H2O.ai: Rohan Rao.

Rohan is a Kaggle Grand Master in the competition tier, and a data scientist, He has represented India not just in data science, but also in Sudoku and puzzles. He's a seven time and current national Sudoku champion, and the first Indian to be ranked in top 10 at the World Championship in 2012, where he secured the eighth position. Currently, his world rank is 17 and he's secured two podium finishes at Asian Sudoku championship. And he's a five time national puzzle champion with his current rank being 44th. Four time and current times National Sudoku champion. 

In this interview they talk all about his journey into data science, into data and numbers-his journey into the world of competitive sports, both on and off Kaggle. 

In the off Kaggle journey we discuss his data science journey and on Kaggle will discuss how his approach to Kaggle has changed over the years, how it's evolved, and his current thoughts on the platform and tips and advice.

They also discuss his recent Eighth gold medal on Kaggle and his team's second position finish on the ASHRAE great energy prediction. 

Links:
Interview with CPMP:https://www.youtube.com/watch?v=wqHlAOFSFuQ
2nd Pos Solution: https://www.kaggle.com/c/ashrae-energy-prediction/discussion/123481
KaggleDaysMeetup: https://sanyambhutani.com/kaggledaysmeetup-bangalore--recap-by-dsnet-team/

Follow:
Rohan Rao:
https://en.wikipedia.org/wiki/Rohan_Rao
https://twitter.com/vopani?lang=en
https://www.kaggle.com/rohanrao
https://www.linkedin.com/in/vopani/?originalSubdomain=in

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E36,"Reminder: This interview and all future will have fixed subtitles for the non-native English speaking (also lazy) audience along with blog posts to be released at: sanyambhutani.com

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Jason Antic: The creator and researcher at DeOldify for the second time. 

In this interview, they talk all about Jason's software engineering experience, his software experience applied to deep learning, his journey with DeOldify, how he came up with the idea of DeOldify and how he kept on improving it. 

They talk also broadly speaking a lot about software engineering practices and how those were helpful to Jason while working on DeOldify, fast.ai, and even the top down way of learning.

Links: 
https://sanyambhutani.com/interview-with-the-creator-of-deoldify--fast-ai-student--jason-antic/
https://github.com/jantic/DeOldify
https://www.fast.ai/2019/05/03/decrappify/
https://www.instagram.com/america_in_color/

Follow:
Jason Antic:
https://twitter.com/citnaj

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E37,"Reminder: This interview and all future will have fixed subtitles for the non-native English speaking (also lazy) audience along with blog posts to be released at: sanyambhutani.com

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews the CEO of Kaggle: Anthony Goldbloom. 

Anthony has a background in economics and has been working on Kaggle, working on the other side of Kaggle as the CEO and co founder for almost over a decade now, 

They talk about his journey as the co founder of Kaggle,  and even Kaggle's journey broadly speaking over the few past few years. How Kaggle has evolved, how their perspective, how their team's perspective on Kaggle and the team itself has evolved from the start until the point even after it got acquired by Google. 

This interview shares a lot of insights about the behind the scenes work that goes into Kaggle while hosting a competition, broadly speaking, or even putting out a new course on Kaggle learn.

They also discuss Kaggle's future plans and what's next and exciting for us as frequent Kagglers.

Follow:
Anthony Goldbloom:
https://twitter.com/antgoldbloom

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E38,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews the Youngest Kaggle Grandmaster, ""Anokas"": Mikel Bober-Irizar for the second time. 

In this Interview, they talk all about Mikel's journey into Kaggle, ML and his current life as a CS Student. Note: He's 18 years old at the time of publishing and still the youngest person to achieve the GM Title in Comp Tier at the age of 17, as well as the youngest person to achieve the triple master title. 

They discuss his Kaggle journey, into ML, and ML research where he has published very interesting work and even organised a Kaggle Comp in the intersection of ML & Japanese Literature. 

Links: 
https://hackernoon.com/interview-with-the-youngest-kaggle-grandmaster-mikel-bober-irizar-anokas-17dfd2461070
https://www.kaggle.com/anokas
https://www.kaggle.com/c/landmark-retrieval-challenge/discussion/57855
https://www.kaggle.com/c/kuzushiji-recognition
https://scholar.google.com/citations?user=UTgURoAAAAAJ

Follow:
Mikel Bober-Irizar:
https://twitter.com/mikb0b?lang=en


Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E39,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Patrick Hall, Sr. Director of Product at H2O.ai. Patrick has a background in Math and has completed a MS Course in Analytics.

In this interview they talk all about Patrick's journey into ML, ML Interpretability and his journey at H2O.ai, how his work has evolved over the years. They talk a lot about MLI, ML Explainability and Model Debugging. 

They also talk about how these ideas are implemented inside of h2o.ai and how can someone bring these ideas to their pipelines. 

Links:
""Real-World Strategies for Model Debugging"": https://medium.com/@jphall_22520/strategies-for-model-debugging-aa822f1097ce
An Intro to MLI Book: https://www.h2o.ai/wp-content/uploads/2019/08/An-Introduction-to-Machine-Learning-Interpretability-Second-Edition.pdf
""Why you should care about debugging machine learning models"": https://www.oreilly.com/radar/why-you-should-care-about-debugging-machine-learning-models/
""Proposed Guidelines for the Responsible Use of Explainable Machine Learning"": https://arxiv.org/pdf/1906.03533.pdf

Follow:
Patrick Hall:
https://twitter.com/jpatrickhall
https://www.linkedin.com/in/jpatrickhall/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E40,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

Correction: Apologies and correction: Zach is a student at the University of West Florida, not university of Washington 

In this episode, Sanyam Bhutani interviews his peer from the fast.ai community: Zachary Mueller, who's a student at the University of West Florida, currently pursuing his bachelor's degree in software design and development. 

In this interview they talk all about fast.ai the course and fast.ai V2 the upcoming library along with all about Zach's experience with fast.ai, his journey into deep learning and fast.ai, and the projects that he's built while going through the course. 

They also talked about a study group that Zach has now been running for a few weeks, that builds on top of fast.ai V2 the new library on which the course is yet to come out. 

They also talked a lot about the top down learning approach and how can you go about learning fast.ai. 

Links: 
Study Group by Zach: https://forums.fast.ai/t/a-walk-with-fastai2-study-group-and-online-lectures-megathread/59929
Practical-Deep-Learning-for-Coders-2.0: https://github.com/muellerzr/Practical-Deep-Learning-for-Coders-2.0
Zach's YouTube Channel: https://www.youtube.com/channel/UCmKoQOD8uBqsRS8XDdSgrlQ

Follow:
Zachary Mueller:
https://twitter.com/TheZachMueller

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E41,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Navdeep Gill: Senior Data Scientist and Software Engineer at H2O.ai. 

In this interview, they talk all about the intersection of these two fields: data science and software engineering, best practices for both data science and software engineering and how much of software engineering skills should our data scientists really know, is the question that they also discuss in this interview. 

They talk all about Navdeep's journey into machine learning, machine learning interpretability and his journey at H2O.ai. 

They also talk a lot about machine learning interpretability, Navdeep's thoughts on it, as well as MLI inside of H2O's products. 

Links:

An Intro to MLI Book: https://www.h2o.ai/wp-content/uploads/2019/08/An-Introduction-to-Machine-Learning-Interpretability-Second-Edition.pdf

Driverless AI:
https://www.h2o.ai/products/h2o-driverless-ai/

H2O-3:
http://docs.h2o.ai/h2o/latest-stable/h2o-docs/welcome.html

Follow:
Navdeep Gill:
https://twitter.com/Navdeep_Gill_

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E42,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews Dr. Sebastian Raschka, currently an assistant professor of statistics at University of Wisconsin, Madison and the author of Python for machine learning book. 

Sebastian has a background in biology and holds a PhD in quantitative biology, biochemistry, and molecular biology.

In this interview, they talk all about his journey into the intersection of biology, machine learning, statistics, open source, and machine learning research. Yes, these are all of the topics that Sebastian is currently involved in. 

They also talk about his journey with writing the book and also discuss the his current research interests and his research efforts. 

They talk about another area that Sebastian is also active in, which is open source. Sebastian is an assistant professor at UW but he shares advices that apply to any student at university or otherwise in the field of machine learning looking to learn anything.

Links: 
Python for ML Book: https://sebastianraschka.com/books.html#python-machine-learning-3rd-edition
Research: https://scholar.google.com/citations?user=X4RCC0IAAAAJ&hl=en

Follow:
Sebastian Raschka: 
https://twitter.com/rasbt
https://github.com/rasbt
https://www.linkedin.com/in/sebastianraschka/
https://sebastianraschka.com

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
E43,"Chai Time Data Science Playlist: https://www.youtube.com/playlist?list=PLLvvXm0q8zUbiNdoIazGzlENMXvZ9bd3x

Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience

In this episode, Sanyam Bhutani interviews Dr. Ashrith, Chief Security Scientist at H2O.ai

As you can guess, they talk all about cybersecurity and AI, AI broadly speaking in this episode. Ashrith has a background in cyber security and has done a lot of interesting research in the field, he's also currently doing applied research at H2O.ai. 

This is a first on this podcast series: They discuss about cybersecurity generally speaking, and its applications in AI, including anti money laundering and the applications that H2O is working on in the cybersecurity domain.

Links:

Webinars: https://www.h2o.ai/webinars/
H2O blog: https://www.h2o.ai/blog

Driverless AI: https://www.h2o.ai/products/h2o-driverless-ai/

Follow:
Ashrith Barthur:
https://twitter.com/cyberbaggage
https://www.linkedin.com/in/abarthur/

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

Blog: sanyambhutani.com

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every available as Video, Podcast, and blogposts.

Flow by LiQWYD https://soundcloud.com/liqwyd"
E44,"Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience
Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani

In this episode, Sanyam Bhutani interviews a machine learning hero to the complete fast.ai: Radek 

Personal Note: I think this is one of the most honest, and the best interviews in terms of the transparent Kaggle, learning to learn, and how to approach machine learning problems or machine learning materials advice. 

Radek shares his journey with complete honesty about how he went about learning the fast.ai materials, how he went on to smashing the kaggle competitions that he participated in, and his journey on learning to learn about all of the materials fast.ai and beyond in the machine learning world. 

They also talk a lot about learning to learn fast ai, and Kaggle all three together and individually as well.

Follow:
Radek:
https://twitter.com/radekosmulski
https://medium.com/@radekosmulski
https://www.kaggle.com/radek1
https://www.linkedin.com/in/radek-osmulski-6b935794/?originalSubdomain=pl

Sanyam Bhutani:
https://twitter.com/bhutanisanyam1

About:
http://chaitimedatascience.com/
A show for Interviews with Practitioners, Kagglers & Researchers and all things Data Science hosted by Sanyam Bhutani. 

You can expect weekly episodes every Sunday, Thursday available as Video, Podcast, and blogposts.

If you'd like to support the podcast: https://www.patreon.com/chaitimedatascience
Intro track: 
Flow by LiQWYD https://soundcloud.com/liqwyd"
